account_id,age,gender,amount,duration,payments,status,popul,average_salary,unemployment_96 / 100,entrepreneur_per_1000,crimes_96 / popul,card_type,month_outcome,month_income
4725,47,m,168264,36,4674.00,C,182027,8746,0.037400,90,0.0244,no,2694.020690,3169.201724
4727,35,f,107640,24,4485.00,A,88884,8507,0.018500,132,0.0301,no,5434.051613,7541.325806
4746,44,m,204780,60,3413.00,C,387570,9897,0.019600,140,0.0482,classic,2303.832143,4156.203571
4774,47,m,465072,48,9689.00,C,125832,8512,0.041200,102,0.0167,no,14108.993333,15347.410000
4784,37,f,219456,48,4572.00,C,112709,8369,0.023100,117,0.0232,no,717.241379,2046.962069
4794,35,m,465504,48,9698.00,D,226122,8994,0.047900,110,0.0407,no,3575.901695,3868.688136
4803,17,f,59136,48,1232.00,C,170449,10787,0.030900,131,0.0367,no,821.600000,1285.693878
4825,26,m,21396,12,1783.00,A,58796,9045,0.036000,124,0.0320,no,3662.774194,6242.712903
4851,44,m,141648,24,5902.00,A,139012,8363,0.034900,108,0.0201,no,1920.930233,3983.958140
4852,31,m,213300,36,5925.00,C,162580,9538,0.018100,111,0.0333,no,2536.252632,3255.376316
4858,20,f,335184,48,6983.00,D,106054,8110,0.065500,109,0.0290,no,7018.603030,8956.142424
4863,17,f,76080,12,6340.00,A,95616,9307,0.044300,118,0.0318,junior,7585.804000,9984.236000
4894,58,m,117024,24,4876.00,A,177686,10045,0.017100,135,0.0354,classic,6520.000000,11839.350000
4907,25,f,98832,48,2059.00,C,95907,8388,0.029400,87,0.0174,no,10395.288889,11150.008333
4937,43,m,143904,24,5996.00,A,102609,8187,0.054500,94,0.0208,no,27661.722222,36564.961111
4948,17,m,359760,60,5996.00,C,161854,9425,0.025000,125,0.0240,no,3256.486957,4651.215217
4949,53,f,289920,48,6040.00,C,133777,8705,0.076100,116,0.0363,gold,6297.690909,7289.716364
4969,59,m,150180,60,2503.00,C,110643,8441,0.044800,115,0.0204,no,1510.180000,3094.784000
4981,23,m,179328,48,3736.00,C,387570,9897,0.019600,140,0.0482,no,4658.543478,5442.778261
4994,30,m,258444,36,7179.00,C,1204953,12541,0.004300,167,0.0822,no,988.372093,2241.676744
4995,56,m,128988,36,3583.00,D,70646,8547,0.036400,120,0.0218,no,6581.083784,8511.067568
4999,38,f,165168,36,4588.00,C,1204953,12541,0.004300,167,0.0822,classic,7508.673077,8512.051923
5001,33,m,110112,24,4588.00,A,107911,8240,0.035600,99,0.0176,no,12820.743478,16522.880435
5033,16,f,11400,12,950.00,A,387570,9897,0.019600,140,0.0482,no,1900.195238,2562.585714
5066,42,f,61656,24,2569.00,B,53921,8598,0.032600,123,0.0348,no,1789.189189,3402.581081
5072,28,f,317520,60,5292.00,C,77963,8546,0.040200,126,0.0400,no,4658.604082,5447.967347
5118,32,m,53232,48,1109.00,C,226122,8994,0.047900,110,0.0407,no,3601.523077,4286.382692
5120,53,f,323472,48,6739.00,A,1204953,12541,0.004300,167,0.0822,classic,12801.452632,20453.542105
5126,47,f,20352,48,424.00,C,109164,8757,0.039500,96,0.0226,no,2110.916667,2702.072222
5133,54,m,57060,12,4755.00,C,228848,9893,0.047200,96,0.0257,classic,5873.116667,7380.641667
5164,57,m,22356,36,621.00,C,95616,9307,0.044300,118,0.0318,no,1150.235484,1427.872581
5180,52,f,58764,12,4897.00,C,387570,9897,0.019600,140,0.0482,classic,1574.463636,2804.693939
5181,54,f,399120,60,6652.00,C,138032,8819,0.056600,99,0.0326,no,3931.129412,5187.198039
5196,40,m,79824,12,6652.00,A,53921,8598,0.032600,123,0.0348,classic,3474.661017,4119.911864
5213,59,m,320976,48,6687.00,D,1204953,12541,0.004300,167,0.0822,classic,7826.764103,10271.284615
5215,45,f,14628,12,1219.00,A,157042,8743,0.024300,111,0.0248,classic,10068.073684,11905.063158
5228,37,f,173808,24,7242.00,A,148545,8909,0.055600,113,0.0242,no,30038.888889,38865.994444
5256,21,m,193968,36,5388.00,A,226122,8994,0.047900,110,0.0407,no,12837.500000,17886.250000
5263,20,m,276300,60,4605.00,C,197099,9624,0.023100,145,0.0216,no,2805.013043,3404.539130
5267,24,f,129312,24,5388.00,D,149893,9753,0.050500,109,0.0393,no,12597.262069,17047.017241
5269,30,m,117420,60,1957.00,C,75685,8208,0.022600,155,0.0281,no,2774.485714,3275.297959
5270,23,m,79608,24,3317.00,A,105606,8254,0.037600,97,0.0220,no,36078.760000,51828.240000
5283,28,m,170832,48,3559.00,C,58796,9045,0.036000,124,0.0320,no,6960.958824,8026.775000
5305,41,m,240528,48,5011.00,C,162580,9538,0.018100,111,0.0333,no,7694.996774,9581.135484
5313,44,m,300660,60,5011.00,C,128118,9317,0.070700,97,0.0536,no,24019.461538,27558.692308
5317,36,m,90180,36,2505.00,C,72541,8594,0.020100,112,0.0210,no,742.000000,1473.320000
5358,43,m,68340,60,1139.00,C,149893,9753,0.050500,109,0.0393,no,10257.583333,11219.179167
5362,56,f,202848,48,4226.00,C,127369,8369,0.058800,107,0.0220,no,4980.872727,6347.400000
5385,31,m,149340,60,2489.00,C,105606,8254,0.037600,97,0.0220,no,9846.933333,11571.686667
5395,44,m,158184,36,4394.00,C,162580,9538,0.018100,111,0.0333,no,6103.910714,7236.932143
5422,21,m,368880,60,6148.00,C,125832,8512,0.041200,102,0.0167,no,22018.053659,26977.997561
5428,45,f,174744,24,7281.00,B,122603,8991,0.020100,128,0.0430,no,17955.475000,26749.700000
5442,15,f,174744,24,7281.00,B,95616,9307,0.044300,118,0.0318,junior,22974.329412,25801.617647
5445,26,f,78696,36,2186.00,C,226122,8994,0.047900,110,0.0407,no,957.277193,1835.256140
5477,43,m,349392,48,7279.00,C,161954,8720,0.045000,116,0.0225,classic,15075.792982,16627.563158
5481,41,m,209184,48,4358.00,A,1204953,12541,0.004300,167,0.0822,no,20870.840000,25651.330000
5541,53,m,32640,48,680.00,C,161854,9425,0.025000,125,0.0240,no,3308.157143,3755.778571
5572,40,m,140880,60,2348.00,C,58796,9045,0.036000,124,0.0320,no,3428.800000,3800.203175
5574,52,m,44628,12,3719.00,A,53921,8598,0.032600,123,0.0348,no,22075.076923,27682.046154
5591,53,f,221880,60,3698.00,C,81344,8899,0.039700,149,0.0306,no,3129.687500,5161.468750
5593,34,m,44376,12,3698.00,A,58796,9045,0.036000,124,0.0320,classic,4433.483721,7746.565116
5602,53,m,177504,48,3698.00,C,51428,8402,0.039800,120,0.0214,classic,6655.932203,7210.989831
5622,15,m,83016,12,6918.00,A,161954,8720,0.045000,116,0.0225,junior,54452.854545,61287.695455
5628,46,f,225420,60,3757.00,C,117897,8814,0.057400,107,0.0175,no,4549.370370,5749.500000
5632,14,f,285600,60,4760.00,C,95616,9307,0.044300,118,0.0318,no,4732.666667,8972.810000
5650,31,f,98592,24,4108.00,A,92084,10124,0.005400,141,0.0469,no,3952.000000,5414.396667
5698,47,f,99216,36,2756.00,C,1204953,12541,0.004300,167,0.0822,no,7088.525714,8009.854286
5700,23,m,103680,60,1728.00,D,95907,8388,0.029400,87,0.0174,no,7586.115385,8748.719231
5724,57,f,232560,48,4845.00,C,177686,10045,0.017100,135,0.0354,no,11327.125000,13708.477083
5735,36,f,290700,60,4845.00,D,139012,8363,0.034900,108,0.0201,no,17907.705405,19446.378378
5742,25,f,232560,48,4845.00,C,323870,10673,0.054400,100,0.0566,no,3914.285714,5629.217143
5774,27,m,31176,24,1299.00,A,1204953,12541,0.004300,167,0.0822,no,2308.547059,3798.167647
5794,28,m,123600,60,2060.00,C,285387,10177,0.077500,81,0.0354,no,4267.555000,5780.620000
5837,26,f,177804,36,4939.00,C,95616,9307,0.044300,118,0.0318,no,8654.653571,11342.844643
5891,36,m,65184,12,5432.00,A,75232,8980,0.022100,111,0.0374,gold,27023.066667,34991.833333
5912,34,f,184620,60,3077.00,C,77917,8390,0.028900,132,0.0272,no,5318.600000,6527.990769
5927,30,m,87216,48,1817.00,B,58796,9045,0.036000,124,0.0320,no,3101.717647,4560.488235
5944,54,f,78720,48,1640.00,C,67298,8561,0.012900,110,0.0167,classic,3810.720000,4829.493846
5952,32,m,141240,24,5885.00,A,102609,8187,0.054500,94,0.0208,classic,19416.740000,24972.425000
5991,37,f,61056,48,1272.00,A,161954,8720,0.045000,116,0.0225,no,7450.918182,8974.795455
6030,25,f,28248,24,1177.00,A,162580,9538,0.018100,111,0.0333,gold,14014.784615,15312.061538
6034,52,f,464520,60,7742.00,B,148545,8909,0.055600,113,0.0242,no,26319.090909,45191.118182
6040,56,m,11736,24,489.00,A,1204953,12541,0.004300,167,0.0822,no,18461.514286,19746.495238
6051,45,m,276660,36,7685.00,B,124605,8772,0.049800,126,0.0253,no,5088.200000,6187.277778
6061,35,f,5148,12,429.00,C,1204953,12541,0.004300,167,0.0822,no,4304.693750,5074.962500
6062,23,m,321360,60,5356.00,C,122603,8991,0.020100,128,0.0430,classic,9822.968254,13016.501587
6075,23,f,407952,48,8499.00,D,51428,8402,0.039800,120,0.0214,no,2155.343333,2334.741667
6083,19,f,360864,48,7518.00,D,77963,8546,0.040200,126,0.0400,no,8836.428571,11081.239286
6097,24,f,26208,36,728.00,C,45714,8843,0.036000,113,0.0194,no,142.105263,802.592982
6118,57,m,270648,36,7518.00,B,1204953,12541,0.004300,167,0.0822,no,18375.416667,20500.275000
6138,34,f,67608,24,2817.00,C,387570,9897,0.019600,140,0.0482,no,1816.362963,2134.988889
6148,35,m,59760,24,2490.00,A,323870,10673,0.054400,100,0.0566,classic,9245.572727,11115.263636
6157,55,f,247920,48,5165.00,C,125236,9675,0.076800,100,0.0414,classic,7058.667797,7984.884746
6158,39,f,247920,48,5165.00,D,106054,8110,0.065500,109,0.0290,no,226.530612,716.122449
6226,34,f,398640,60,6644.00,C,323870,10673,0.054400,100,0.0566,no,28828.695652,32236.339130
6265,60,m,87360,24,3640.00,C,95616,9307,0.044300,118,0.0318,classic,8379.841509,11203.115094
6273,31,m,87360,24,3640.00,A,85852,8965,0.082300,104,0.0329,classic,5854.658824,8041.952941
6289,47,f,85632,48,1784.00,C,197099,9624,0.023100,145,0.0216,no,13766.186047,16217.253488
6353,41,m,79920,60,1332.00,C,170449,10787,0.030900,131,0.0367,classic,14018.640000,15269.504000
6358,34,m,270384,48,5633.00,C,75232,8980,0.022100,111,0.0374,no,10548.976744,13220.234884
6363,48,m,17508,12,1459.00,A,107870,8754,0.043100,137,0.0359,gold,7158.380952,9445.385714
6397,30,f,181020,60,3017.00,C,78955,9060,0.024400,124,0.0217,no,6406.586364,8170.290909
6400,37,f,72408,24,3017.00,B,51313,8930,0.042000,108,0.0283,no,1967.567568,2950.375676
6425,16,f,36684,12,3057.00,A,285387,10177,0.077500,81,0.0354,no,12195.373913,13721.165217
6434,38,f,110136,24,4589.00,A,1204953,12541,0.004300,167,0.0822,no,7542.034783,8427.830435
6440,20,f,34572,12,2881.00,A,1204953,12541,0.004300,167,0.0822,no,3548.271698,5830.700000
6453,46,m,10944,36,304.00,C,125236,9675,0.076800,100,0.0414,no,1792.940625,2246.614063
6461,21,f,150912,36,4192.00,C,102609,8187,0.054500,94,0.0208,classic,4860.969811,6834.918868
6472,19,f,43164,12,3597.00,A,117897,8814,0.057400,107,0.0175,no,16608.672000,20206.796000
6473,48,f,76908,12,6409.00,B,149893,9753,0.050500,109,0.0393,no,34342.200000,41674.856250
6495,31,m,104964,12,8747.00,C,77963,8546,0.040200,126,0.0400,no,6350.406349,6870.938095
6505,34,f,38496,12,3208.00,C,94725,9920,0.028700,130,0.0512,classic,1368.539130,2705.108696
6510,31,m,76992,24,3208.00,C,323870,10673,0.054400,100,0.0566,classic,3808.815385,5493.217308
6555,27,f,212400,36,5900.00,A,85852,8965,0.082300,104,0.0329,no,24526.428571,30951.157143
6592,19,f,390660,60,6511.00,C,1204953,12541,0.004300,167,0.0822,junior,11046.221818,12154.525455
6609,19,m,60156,36,1671.00,B,93931,8427,0.015400,107,0.0204,no,11487.600000,14134.714706
6649,29,m,100260,60,1671.00,C,1204953,12541,0.004300,167,0.0822,classic,3876.123077,6641.736538
6678,30,f,294384,48,6133.00,C,387570,9897,0.019600,140,0.0482,no,14317.018519,17758.787037
6686,39,m,116496,24,4854.00,C,117897,8814,0.057400,107,0.0175,no,9244.884746,11919.537288
6688,46,f,22968,36,638.00,C,93931,8427,0.015400,107,0.0204,no,80.000000,942.911111
6699,32,m,127200,48,2650.00,C,88768,8867,0.012100,130,0.0408,no,4682.500000,5380.332143
6701,22,m,95400,36,2650.00,A,95616,9307,0.044300,118,0.0318,no,18552.727273,23413.181818
6706,18,f,64860,60,1081.00,C,85852,8965,0.082300,104,0.0329,no,3502.066667,4323.613636
6715,31,m,137880,60,2298.00,D,226122,8994,0.047900,110,0.0407,no,8330.416667,11585.537500
6738,19,f,37908,12,3159.00,A,145688,8544,0.018600,109,0.0199,no,7055.939394,9318.354545
6792,52,f,17184,12,1432.00,A,1204953,12541,0.004300,167,0.0822,no,2219.192000,3034.658000
6856,17,f,124344,36,3454.00,C,161854,9425,0.025000,125,0.0240,no,8272.945098,9720.619608
6902,31,m,49320,36,1370.00,C,110643,8441,0.044800,115,0.0204,no,2418.328814,2870.649153
6922,29,m,139488,24,5812.00,C,75232,8980,0.022100,111,0.0374,no,8012.957746,9870.642254
6924,15,m,194880,48,4060.00,C,323870,10673,0.054400,100,0.0566,junior,10785.554286,13660.640000
6930,34,f,25944,24,1081.00,A,118650,9832,0.044800,114,0.0461,classic,10208.650000,14546.087500
6950,30,f,475680,48,9910.00,C,159617,9198,0.042800,131,0.0384,classic,1161.224490,2110.314286
6985,28,f,96768,36,2688.00,C,85852,8965,0.082300,104,0.0329,no,9670.742857,10851.373810
7045,54,m,288720,48,6015.00,C,121947,8541,0.029700,131,0.0315,classic,2521.030189,4449.113208
7049,18,f,495180,60,8253.00,C,42821,8173,0.070100,124,0.0317,junior,5292.643750,5827.573438
7052,50,m,63972,36,1777.00,D,157042,8743,0.024300,111,0.0248,no,124.137931,797.458621
7082,52,f,194160,48,4045.00,C,161954,8720,0.045000,116,0.0225,no,3414.986885,3902.101639
7099,26,f,234336,48,4882.00,C,1204953,12541,0.004300,167,0.0822,no,9138.249231,10962.030769
7123,35,f,47016,12,3918.00,A,112709,8369,0.023100,117,0.0232,no,20220.363636,26062.127273
7133,46,f,48672,36,1352.00,A,157042,8743,0.024300,111,0.0248,no,2952.427273,4002.886364
7136,57,f,74124,36,2059.00,C,107870,8754,0.043100,137,0.0359,no,12218.454545,12801.597727
7156,56,f,49488,24,2062.00,C,161227,8678,0.055700,102,0.0285,classic,1281.647619,2948.031746
7176,43,f,203940,60,3399.00,C,1204953,12541,0.004300,167,0.0822,no,4095.131034,4975.843103
7180,27,f,99744,24,4156.00,C,94725,9920,0.028700,130,0.0512,no,4551.671429,6833.168571
7181,31,f,49872,12,4156.00,C,148545,8909,0.055600,113,0.0242,no,9223.453125,10726.815625
7184,53,f,155640,24,6485.00,A,95616,9307,0.044300,118,0.0318,no,6603.055814,7544.790698
7190,39,m,63360,60,1056.00,C,75685,8208,0.022600,155,0.0281,no,6086.124138,6970.103448
7240,49,f,152160,60,2536.00,C,74062,8114,0.026200,119,0.0159,no,5351.826667,5997.936667
7262,56,f,73260,60,1221.00,C,285387,10177,0.077500,81,0.0354,no,1446.420408,2018.624490
7274,44,f,49044,12,4087.00,C,75637,9622,0.005900,154,0.0467,no,2716.696774,3122.838710
7401,48,m,80952,24,3373.00,A,1204953,12541,0.004300,167,0.0822,no,12676.466667,19057.825000
7418,57,f,30276,12,2523.00,B,103347,9104,0.020700,123,0.0228,no,4885.046154,6250.138462
7424,35,m,30276,12,2523.00,A,228848,9893,0.047200,96,0.0257,no,15494.718644,17099.628814
7437,58,f,110736,48,2307.00,C,51428,8402,0.039800,120,0.0214,no,1712.555556,2355.274603
7445,54,f,55368,24,2307.00,A,197099,9624,0.023100,145,0.0216,no,18874.714286,30902.042857
7454,38,f,63312,48,1319.00,A,51313,8930,0.042000,108,0.0283,no,4261.487500,6046.075000
7485,38,f,91200,24,3800.00,A,119895,10446,0.094000,90,0.0396,no,8962.914286,14024.928571
7523,36,f,288468,36,8013.00,A,86513,8288,0.045200,110,0.0169,no,1958.333333,3993.354167
7542,30,m,590820,60,9847.00,C,387570,9897,0.019600,140,0.0482,no,4481.389474,5022.785965
7546,22,m,41952,12,3496.00,A,161854,9425,0.025000,125,0.0240,no,7668.411765,9458.317647
7559,24,f,12792,12,1066.00,C,124605,8772,0.049800,126,0.0253,no,1223.324242,1800.906061
7562,20,m,309600,48,6450.00,C,226122,8994,0.047900,110,0.0407,no,11153.714286,13343.457143
7565,21,m,153504,48,3198.00,C,108871,8444,0.034700,106,0.0212,no,5915.421818,6533.718182
7594,23,m,130464,48,2718.00,C,93931,8427,0.015400,107,0.0204,no,11373.383051,13524.932203
7606,46,m,191880,60,3198.00,C,103347,9104,0.020700,123,0.0228,no,11608.822857,16177.397143
7607,44,m,31728,24,1322.00,A,1204953,12541,0.004300,167,0.0822,no,11008.630769,12270.280769
7614,25,f,320592,48,6679.00,C,145688,8544,0.018600,109,0.0199,classic,11883.650000,16127.317500
7632,54,f,170448,48,3551.00,C,228848,9893,0.047200,96,0.0257,no,5526.510000,6220.776667
7636,56,f,42384,12,3532.00,C,128118,9317,0.070700,97,0.0536,no,7716.930000,9451.271667
7637,18,m,390096,48,8127.00,C,112709,8369,0.023100,117,0.0232,junior,1870.833333,2793.291667
7674,38,m,94488,24,3937.00,C,1204953,12541,0.004300,167,0.0822,no,6844.952000,8398.112000
7713,42,f,220440,60,3674.00,C,102609,8187,0.054500,94,0.0208,no,4142.426230,4795.260656
7721,51,f,45456,12,3788.00,C,53921,8598,0.032600,123,0.0348,classic,3171.681250,4329.143750
7733,47,f,140064,24,5836.00,C,51428,8402,0.039800,120,0.0214,classic,12003.750000,15854.814063
7745,55,f,77544,36,2154.00,C,88884,8507,0.018500,132,0.0301,classic,4930.454237,6041.576271
7753,26,f,51696,24,2154.00,A,323870,10673,0.054400,100,0.0566,classic,41175.757143,52004.707143
7765,46,m,27984,12,2332.00,A,139012,8363,0.034900,108,0.0201,no,6578.285714,8176.982857
7769,35,m,196080,48,4085.00,A,87419,8624,0.026600,102,0.0366,no,10929.562500,18095.775000
7795,51,m,372120,60,6202.00,C,197099,9624,0.023100,145,0.0216,gold,25779.822222,29532.235556
7815,50,m,189696,24,7904.00,A,51428,8402,0.039800,120,0.0214,no,12127.555556,15548.866667
7819,46,m,20832,48,434.00,C,85852,8965,0.082300,104,0.0329,no,7189.736000,7904.636000
7824,24,f,189696,24,7904.00,B,110643,8441,0.044800,115,0.0204,no,NULL,1125.000000
7844,42,f,91584,24,3816.00,A,133777,8705,0.076100,116,0.0363,no,9066.423529,15145.011765
7857,17,f,68112,12,5676.00,A,88768,8867,0.012100,130,0.0408,no,23959.866667,31135.254167
7859,44,f,72120,12,6010.00,A,139012,8363,0.034900,108,0.0201,gold,13230.847826,17011.671739
7861,40,m,21852,36,607.00,A,125236,9675,0.076800,100,0.0414,classic,1867.896970,3167.875758
7890,46,f,79344,48,1653.00,C,87419,8624,0.026600,102,0.0366,no,2267.796491,2794.180702
7894,28,m,153144,36,4254.00,C,67298,8561,0.012900,110,0.0167,classic,15054.003509,18914.789474
7907,37,m,97392,12,8116.00,A,285387,10177,0.077500,81,0.0354,no,6474.836364,6923.603636
7926,46,f,84120,24,3505.00,A,42821,8173,0.070100,124,0.0317,no,2462.045455,3915.520455
7957,32,m,42900,12,3575.00,A,121947,8541,0.029700,131,0.0315,classic,17462.354717,19743.113208
7965,49,m,71460,12,5955.00,A,157042,8743,0.024300,111,0.0248,no,9006.520000,13133.975000
7966,30,f,473280,60,7888.00,D,387570,9897,0.019600,140,0.0482,no,2922.732143,3749.169643
7990,31,f,144960,48,3020.00,C,81344,8899,0.039700,149,0.0306,no,14240.225397,15941.958730
7997,27,f,160656,24,6694.00,C,92084,10124,0.005400,141,0.0469,no,11783.236066,15329.283607
8026,54,m,128268,36,3563.00,C,159617,9198,0.042800,131,0.0384,classic,1516.332143,2379.257143
8027,26,m,77640,12,6470.00,A,67298,8561,0.012900,110,0.0167,no,18404.705882,24299.229412
8038,30,f,35856,24,1494.00,C,162580,9538,0.018100,111,0.0333,classic,5642.253333,6931.148333
8039,24,m,93600,24,3900.00,A,81344,8899,0.039700,149,0.0306,classic,4509.631111,5092.651111
8041,53,m,140400,36,3900.00,A,323870,10673,0.054400,100,0.0566,classic,10598.772727,11883.850000
8051,26,f,208320,48,4340.00,A,51313,8930,0.042000,108,0.0283,no,19090.000000,24885.600000
8073,48,f,49320,12,4110.00,B,122603,8991,0.020100,128,0.0430,no,18054.615385,20482.430769
8085,47,f,260400,60,4340.00,D,182027,8746,0.037400,90,0.0244,no,10160.000000,11153.424561
8092,37,m,56100,60,935.00,C,387570,9897,0.019600,140,0.0482,no,3335.697297,3752.110811
8094,34,m,220428,36,6123.00,C,106054,8110,0.065500,109,0.0290,no,3964.992308,4897.463462
8114,24,f,99300,60,1655.00,C,108871,8444,0.034700,106,0.0212,no,7670.985455,8256.432727
8127,27,f,155880,24,6495.00,A,114006,9065,0.053900,123,0.0365,classic,18445.561905,21217.200000
8129,28,m,74736,36,2076.00,A,77917,8390,0.028900,132,0.0272,classic,14322.711111,16169.594444
8158,33,m,238716,36,6631.00,C,78955,9060,0.024400,124,0.0217,no,10402.655172,11834.365517
8159,25,f,29784,24,1241.00,A,170449,10787,0.030900,131,0.0367,no,782.758621,2090.351724
8169,17,f,97980,60,1633.00,C,45714,8843,0.036000,113,0.0194,no,4421.483636,4713.098182
8173,18,f,80340,12,6695.00,A,1204953,12541,0.004300,167,0.0822,junior,20692.062500,27921.606250
8225,60,m,36204,12,3017.00,D,102609,8187,0.054500,94,0.0208,no,3993.308065,5253.808065
8260,18,m,224604,36,6239.00,A,51313,8930,0.042000,108,0.0283,junior,30803.957895,36639.552632
8261,13,f,87840,24,3660.00,A,53921,8598,0.032600,123,0.0348,no,7350.000000,12830.975000
8268,21,m,8616,24,359.00,C,108871,8444,0.034700,106,0.0212,no,2546.878571,3068.019643
8316,54,f,134784,24,5616.00,A,285387,10177,0.077500,81,0.0354,no,8361.061538,10179.780769
8320,38,f,309660,60,5161.00,C,121947,8541,0.029700,131,0.0315,no,1526.415094,2371.854717
8321,24,f,89040,60,1484.00,C,148545,8909,0.055600,113,0.0242,no,8439.962500,10271.587500
8327,16,m,247728,48,5161.00,C,1204953,12541,0.004300,167,0.0822,junior,6779.447368,8659.942105
8330,31,f,7656,24,319.00,A,78955,9060,0.024400,124,0.0217,no,17321.871429,19918.514286
8377,33,f,417060,60,6951.00,C,45714,8843,0.036000,113,0.0194,no,12107.531034,14899.900000
8381,21,f,333648,48,6951.00,D,177686,10045,0.017100,135,0.0354,no,9726.948148,12323.979630
8405,30,f,266220,60,4437.00,C,70646,8547,0.036400,120,0.0218,no,11599.157576,12755.524242
8411,52,f,220620,60,3677.00,C,70646,8547,0.036400,120,0.0218,no,9705.445000,10460.000000
8475,29,f,21072,24,878.00,A,74062,8114,0.026200,119,0.0159,no,691.666667,3263.925000
8489,46,f,265320,36,7370.00,A,121947,8541,0.029700,131,0.0315,no,12998.227586,14215.134483
8492,39,f,85860,60,1431.00,C,88884,8507,0.018500,132,0.0301,classic,4451.031250,5681.250000
8505,60,m,42840,12,3570.00,A,285387,10177,0.077500,81,0.0354,no,1748.447458,2727.555932
8519,49,f,74688,12,6224.00,A,87419,8624,0.026600,102,0.0366,no,31031.957895,34807.915789
8523,17,f,93036,12,7753.00,C,387570,9897,0.019600,140,0.0482,no,10390.918033,12742.293443
8533,44,f,174048,48,3626.00,C,162580,9538,0.018100,111,0.0333,classic,9972.445455,11202.911364
8547,51,f,173016,36,4806.00,C,177686,10045,0.017100,135,0.0354,classic,13886.000000,16989.947500
8558,58,m,288360,60,4806.00,C,1204953,12541,0.004300,167,0.0822,no,1247.058824,3802.964706
8564,46,m,76680,24,3195.00,A,228848,9893,0.047200,96,0.0257,no,23122.261538,27686.050000
8566,51,f,230220,36,6395.00,B,323870,10673,0.054400,100,0.0566,no,13412.055000,14895.290000
8625,23,m,47304,24,1971.00,A,197099,9624,0.023100,145,0.0216,classic,37416.037037,44044.237037
8639,35,f,185640,60,3094.00,C,112709,8369,0.023100,117,0.0232,no,1791.892308,2779.666154
8645,49,f,240900,60,4015.00,C,110643,8441,0.044800,115,0.0204,no,4125.588732,4404.657746
8680,58,m,85716,36,2381.00,C,74062,8114,0.026200,119,0.0159,no,1195.238095,2064.690476
8688,50,f,67980,12,5665.00,A,125832,8512,0.041200,102,0.0167,no,490.000000,1604.120000
8713,26,m,170700,60,2845.00,C,107911,8240,0.035600,99,0.0176,no,3064.112121,4358.256061
8742,17,f,33144,12,2762.00,A,285387,10177,0.077500,81,0.0354,no,1379.288889,1966.196296
8772,18,f,88272,48,1839.00,C,1204953,12541,0.004300,167,0.0822,no,3023.203774,3156.852830
8776,23,m,33984,48,708.00,C,197099,9624,0.023100,145,0.0216,no,4474.264516,5908.641935
8784,40,f,74352,24,3098.00,C,1204953,12541,0.004300,167,0.0822,no,10032.552381,11494.365079
8899,51,m,125340,60,2089.00,C,1204953,12541,0.004300,167,0.0822,no,13513.114286,17845.925714
8919,36,f,76104,24,3171.00,C,145688,8544,0.018600,109,0.0199,no,1062.064615,1484.776923
8926,25,f,566640,60,9444.00,C,1204953,12541,0.004300,167,0.0822,no,3026.333333,3524.671667
8931,49,m,186300,60,3105.00,C,86513,8288,0.045200,110,0.0169,classic,14184.520833,16240.562500
8972,39,f,45024,48,938.00,C,285387,10177,0.077500,81,0.0354,no,2819.451064,3636.140426
8982,38,f,227880,36,6330.00,A,197099,9624,0.023100,145,0.0216,no,14212.409524,17398.347619
9006,37,m,186384,48,3883.00,C,128118,9317,0.070700,97,0.0536,no,22911.682927,27951.390244
9017,39,f,100224,48,2088.00,D,285387,10177,0.077500,81,0.0354,no,755.263158,1581.239474
9024,44,m,70656,48,1472.00,C,1204953,12541,0.004300,167,0.0822,no,2805.622222,3305.088889
9030,25,f,155616,48,3242.00,C,226122,8994,0.047900,110,0.0407,no,8312.910638,9604.272340
9031,49,m,50112,24,2088.00,C,162580,9538,0.018100,111,0.0333,no,915.384615,2234.940385
9034,28,f,38148,12,3179.00,A,1204953,12541,0.004300,167,0.0822,no,8132.963636,13201.954545
9037,37,f,321936,48,6707.00,C,1204953,12541,0.004300,167,0.0822,no,5064.776471,5984.147059
9052,31,m,71976,24,2999.00,D,161854,9425,0.025000,125,0.0240,no,12421.924490,14558.197959
9093,40,m,189300,60,3155.00,C,109164,8757,0.039500,96,0.0226,classic,13082.284211,14374.494737
9104,37,f,172080,48,3585.00,A,92084,10124,0.005400,141,0.0469,no,10397.810526,14097.310526
9138,50,f,272220,60,4537.00,D,170449,10787,0.030900,131,0.0367,no,4116.950943,4335.769811
9140,32,f,16032,48,334.00,C,105058,9272,0.032200,118,0.0429,no,2861.314286,3298.947143
9153,59,m,52236,36,1451.00,C,81344,8899,0.039700,149,0.0306,no,1985.258065,2589.022581
9156,60,m,163332,36,4537.00,C,70699,8968,0.033500,131,0.0270,no,2919.543662,4054.912676
9159,29,m,69600,48,1450.00,C,197099,9624,0.023100,145,0.0216,no,5494.350769,6589.873846
9167,57,f,272220,60,4537.00,C,124605,8772,0.049800,126,0.0253,no,3483.622581,4945.053226
9179,37,f,215040,60,3584.00,C,72541,8594,0.020100,112,0.0210,no,3682.242623,4996.301639
9188,57,m,127080,60,2118.00,A,77917,8390,0.028900,132,0.0272,no,9145.500000,12524.333333
9199,48,m,29448,12,2454.00,B,226122,8994,0.047900,110,0.0407,no,536.363636,1531.604545
